sale_id,book_id,sale_date,quantity
1069,134,2023-06-28,1
1070,488,2024-02-19,4
1071,285,2024-07-17,2
1072,49,2024-04-18,1
1073,412,2023-05-24,1
1074,7,2023-03-05,2
1075,67,2023-07-22,4
1076,191,2024-12-03,1
1077,299,2024-08-23,3
1078,470,2023-03-18,1
1079,34,2023-07-22,4
1080,415,2023-05-12,1
1081,464,2023-12-06,1
1082,22,2024-04-17,1
1083,87,2024-08-10,4
1084,421,2024-02-09,4
1085,16,2024-01-27,4
1086,89,2023-12-29,2
1087,466,2023-07-11,3
1088,144,2024-04-01,2
1089,18,2024-09-20,5
1090,316,2023-09-09,3
1091,256,2024-02-26,5
1092,246,2023-03-04,1
1093,144,2024-01-28,2
1094,215,2023-07-24,5
1095,128,2024-10-07,5
1096,407,2023-01-20,4
1097,401,2024-12-31,3
1098,246,2024-07-11,4
1099,177,2024-08-02,5
1100,165,2024-02-02,3
1101,93,2023-01-27,3
1102,306,2023-08-13,1
1103,459,2023-10-15,1
1104,415,2024-04-28,5
1105,184,2024-08-21,2
1106,499,2023-06-13,1
1107,127,2024-11-03,2
1108,137,2024-06-30,1
1109,392,2023-08-13,5
1110,434,2024-02-02,3
1111,479,2023-06-27,2
1112,122,2024-08-29,3
1113,413,2024-12-15,3
1114,468,2024-08-28,1
1115,361,2024-12-18,3
1116,486,2024-08-04,5
1117,73,2024-07-30,2
1118,429,2024-05-19,5
1119,159,2023-06-29,4
1120,20,2023-04-03,1
1121,120,2024-09-08,2
1122,11,2024-06-23,4
1123,1,2023-12-06,5
1124,104,2023-05-14,3
1125,368,2023-07-01,3
1126,31,2023-01-23,2
1127,301,2024-12-22,2
1128,397,2023-04-24,5
1129,441,2024-01-09,1
1130,192,2024-12-22,4
1131,301,2023-04-14,3
1132,155,2023-11-27,2
1133,500,2023-06-11,4
1134,406,2024-10-16,4
1135,333,2023-11-21,2
1136,363,2024-07-29,5
1137,403,2024-01-01,2
1138,341,2024-08-26,2
1139,194,2023-11-11,3
1140,66,2023-07-01,1
1141,486,2024-12-19,5
1142,201,2024-08-04,1
1143,94,2024-09-08,3
1144,472,2024-09-18,2
1145,328,2024-08-02,1
1146,480,2024-05-23,2
1147,170,2023-03-21,2
1148,178,2023-11-24,2
1149,326,2023-04-01,3
1150,229,2023-01-12,3
1151,108,2023-09-13,1
1152,180,2023-09-20,1
1153,369,2023-01-02,1
1154,198,2024-03-24,4
1155,497,2023-06-20,4
1156,253,2024-01-23,3
1157,280,2024-01-20,1
1158,425,2024-05-05,5
1159,334,2024-12-04,2
1160,84,2024-04-07,1
1161,410,2023-02-04,3
1162,11,2023-11-23,3
1163,488,2023-04-18,1
1164,176,2023-06-24,4
1165,83,2023-03-18,5
1166,483,2023-04-06,3
1167,305,2024-09-20,4
1168,361,2023-02-01,4
1169,483,2024-10-31,2
1170,311,2024-03-20,2
1171,28,2023-04-14,3
1172,106,2023-07-14,4
1173,357,2024-07-21,5
1174,136,2024-11-07,3
1175,153,2023-09-01,1
1176,26,2024-02-07,5
1177,282,2024-05-17,2
1178,28,2024-01-05,1
1179,219,2023-03-31,3
1180,422,2024-11-08,5
1181,246,2023-07-24,1
1182,14,2023-07-31,2
1183,327,2023-10-26,1
1184,243,2023-04-29,3
1185,402,2024-02-12,4
1186,251,2024-11-07,3
1187,47,2024-10-19,5
1188,199,2023-07-09,3
1189,454,2024-01-26,3
1190,96,2024-04-01,1
1191,135,2024-03-26,4
1192,135,2023-08-20,3
1193,289,2023-03-05,2
1194,386,2024-12-14,1
1195,44,2024-11-15,3
1196,414,2024-07-08,4
1197,498,2024-08-26,2
1198,284,2023-03-04,4
1199,420,2024-06-19,4
1200,495,2024-07-02,4
1201,294,2023-08-30,4
1202,154,2023-03-22,4
1203,463,2023-02-05,5
1204,293,2024-06-13,5
1205,347,2024-09-27,2
1206,62,2024-04-04,2
1207,486,2023-06-21,2
1208,414,2023-07-17,2
1209,22,2024-03-09,1
1210,350,2024-03-21,2
1211,422,2024-10-04,2
1212,428,2024-09-01,3
1213,164,2023-03-10,1
1214,199,2024-07-23,4
1215,283,2023-11-30,3
1216,267,2024-04-14,1
1217,403,2024-12-18,5
1218,301,2024-06-19,4
1219,58,2024-02-29,2
1220,76,2024-08-03,5
1221,299,2023-04-13,1
1222,289,2023-04-14,3
1223,445,2024-07-02,3
1224,450,2024-02-25,3
1225,197,2024-11-01,4
1226,293,2024-09-15,4
1227,20,2023-06-26,3
1228,207,2023-05-28,5
1229,312,2024-11-28,4
1230,20,2024-02-10,3
1231,354,2023-09-01,1
1232,382,2024-05-01,3
1233,460,2024-01-17,1
1234,173,2023-11-07,3
1235,144,2024-05-18,1
1236,498,2023-08-22,2
1237,154,2024-03-29,3
1238,138,2024-03-02,5
1239,331,2023-04-02,2
1240,227,2023-08-05,4
1241,380,2024-05-11,5
1242,445,2024-01-18,1
1243,264,2023-06-12,1
1244,160,2024-12-27,5
1245,207,2023-05-19,5
1246,451,2024-08-05,1
1247,89,2023-07-17,2
1248,429,2023-03-01,2
1249,17,2024-04-12,1
1250,471,2024-01-05,2
1251,141,2024-01-13,4
1252,259,2024-02-11,1
1253,349,2023-02-01,2
1254,191,2024-05-15,5
1255,229,2023-07-01,4
1256,301,2024-07-18,3
1257,177,2023-06-17,3
1258,384,2024-12-06,1
1259,146,2023-01-29,4
1260,26,2023-06-16,5
1261,400,2023-08-08,2
1262,332,2023-08-19,2
1263,138,2024-10-29,4
1264,263,2023-01-21,1
1265,243,2023-05-16,2
1266,308,2023-01-09,2
1267,130,2024-09-14,3
1268,365,2024-12-27,3
1269,217,2024-01-21,3
1270,236,2023-09-16,2
1271,239,2023-11-06,5
1272,423,2024-09-30,4
1273,300,2023-04-15,1
1274,262,2024-11-09,3
1275,288,2024-10-24,5
1276,312,2023-10-17,3
1277,351,2023-04-21,4
1278,33,2023-12-11,3
1279,328,2023-11-29,3
1280,134,2024-11-02,3
1281,97,2023-06-03,5
1282,392,2023-09-04,1
1283,413,2024-09-06,4
1284,339,2023-11-24,2
1285,370,2023-01-27,4
1286,152,2023-09-23,4
1287,208,2024-02-02,1
1288,299,2024-12-26,5
1289,418,2023-07-14,3
1290,372,2024-12-31,2
1291,352,2024-07-01,4
1292,465,2024-11-18,3
1293,260,2023-11-04,2
1294,431,2024-11-04,5
1295,93,2023-10-28,1
1296,242,2023-05-12,3
1297,372,2024-07-26,2
1298,485,2024-11-27,3
1299,336,2023-04-02,2
1300,182,2023-08-17,3
1301,216,2023-12-06,3
1302,134,2024-08-22,3
1303,238,2023-05-01,4
1304,28,2024-10-11,5
1305,298,2024-09-27,1
1306,242,2023-07-19,5
1307,62,2024-11-28,4
1308,272,2023-11-02,4
1309,28,2023-06-04,2
1310,103,2023-12-17,4
1311,292,2024-04-13,2
1312,162,2023-07-04,1
1313,250,2023-12-07,2
1314,161,2024-10-11,1
1315,3,2024-04-07,3
1316,108,2023-06-22,5
1317,392,2023-06-12,4
1318,403,2023-04-01,2
1319,315,2024-03-20,4
1320,207,2024-03-15,4
1321,197,2023-01-05,1
1322,274,2023-07-24,3
1323,487,2023-01-15,3
1324,388,2024-06-27,2
1325,10,2024-11-23,1
1326,321,2023-09-12,2
1327,356,2023-12-19,3
1328,67,2023-04-16,4
1329,258,2024-08-25,3
1330,86,2023-03-08,1
1331,153,2023-10-25,4
1332,373,2024-06-16,5
1333,269,2023-12-12,4
1334,455,2024-12-04,2
1335,176,2024-05-16,3
1336,385,2023-07-12,2
1337,486,2024-02-18,1
1338,117,2023-08-18,2
1339,109,2023-01-23,5
1340,259,2023-06-23,1
1341,188,2024-12-29,1
1342,193,2024-10-17,3
1343,395,2024-07-01,5
1344,25,2024-08-31,1
1345,339,2023-04-21,1
1346,25,2024-12-07,1
1347,214,2024-03-30,4
1348,64,2024-07-14,3
1349,243,2024-12-19,2
1350,106,2024-12-12,1
1351,155,2024-03-06,1
1352,340,2024-06-16,3
1353,319,2024-09-12,2
1354,215,2023-04-18,5
1355,369,2024-09-24,1
1356,145,2023-04-27,1
1357,255,2023-07-23,5
1358,103,2023-09-27,5
1359,499,2023-07-26,3
1360,361,2024-02-24,3
1361,83,2023-02-10,5
1362,255,2023-08-01,4
1363,170,2023-08-29,1
1364,7,2024-11-18,1
1365,465,2023-04-24,5
1366,343,2024-05-20,2
1367,487,2023-04-03,5
1368,39,2023-04-14,3
1369,330,2023-08-25,4
1370,152,2023-09-28,4
1371,26,2023-04-13,2
1372,448,2023-02-10,3
1373,185,2024-11-24,3
1374,219,2023-04-29,1
1375,436,2023-02-16,1
1376,437,2023-05-22,2
1377,169,2024-01-02,4
1378,490,2024-09-28,3
1379,450,2023-04-06,3
1380,418,2023-12-17,2
1381,59,2024-02-15,4
1382,493,2024-04-12,3
1383,428,2024-01-30,4
1384,410,2024-03-07,2
1385,58,2023-05-16,1
1386,483,2023-06-13,1
1387,214,2024-08-27,4
1388,411,2024-08-05,4
1389,93,2024-09-17,4
1390,399,2024-01-03,5
1391,15,2024-12-01,2
1392,248,2024-05-14,1
1393,455,2024-02-26,4
1394,24,2023-03-06,3
1395,336,2023-11-18,1
1396,361,2024-11-25,5
1397,393,2024-08-13,5
1398,115,2024-11-16,3
1399,266,2024-06-19,5
1400,49,2024-03-19,2
1401,247,2023-12-21,4
1402,77,2024-07-25,5
1403,28,2023-01-12,2
1404,259,2024-04-25,4
1405,446,2023-06-19,1
1406,385,2024-05-18,3
1407,124,2023-12-05,3
1408,26,2024-06-03,2
1409,282,2024-10-20,4
1410,207,2023-08-29,1
1411,236,2024-03-30,5
1412,230,2023-04-01,4
1413,229,2023-11-20,1
1414,255,2024-10-31,1
1415,53,2024-02-18,4
1416,19,2024-07-24,5
1417,1,2023-04-04,5
1418,494,2024-09-25,3
1419,456,2024-06-04,5
1420,106,2024-11-01,4
1421,487,2023-12-16,3
1422,423,2023-02-25,2
1423,433,2024-04-10,3
1424,287,2024-09-26,5
1425,243,2024-11-03,3
1426,367,2024-04-08,1
1427,50,2024-11-05,2
1428,2,2023-12-16,3
1429,425,2024-10-10,3
1430,281,2024-06-18,3
1431,360,2023-04-19,1
1432,460,2023-06-18,4
1433,72,2024-02-24,1
1434,131,2024-09-17,2
1435,97,2023-05-04,4
1436,111,2024-04-13,2
1437,367,2023-12-13,1
1438,388,2024-02-29,1
1439,475,2024-10-10,5
1440,64,2024-04-06,4
1441,338,2024-08-26,5
1442,69,2024-05-25,1
1443,272,2023-02-19,5
1444,479,2024-03-19,5
1445,248,2024-06-04,2
1446,355,2024-08-15,2
1447,375,2023-05-12,1
1448,199,2024-11-04,5
1449,311,2023-11-26,5
1450,452,2024-01-29,4
1451,312,2024-12-10,2
1452,141,2024-02-12,3
1453,497,2023-10-29,4
1454,413,2023-05-17,2
1455,212,2024-09-08,5
1456,154,2024-12-19,5
1457,441,2023-11-18,5
1458,324,2023-08-11,2
1459,108,2024-10-01,3
1460,352,2023-12-20,2
1461,364,2024-10-27,2
1462,258,2024-07-09,3
1463,364,2023-04-29,3
1464,288,2024-05-06,5
1465,293,2024-11-14,4
1466,346,2024-06-30,3
1467,450,2024-03-08,1
1468,268,2023-04-20,1
1469,196,2023-05-29,1
1470,344,2023-02-27,2
1471,137,2023-06-14,3
1472,350,2023-09-14,2
1473,430,2023-03-05,3
1474,105,2024-07-08,1
1475,184,2024-04-08,1
1476,316,2024-11-22,5
1477,443,2023-08-18,5
1478,200,2023-09-01,5
1479,402,2024-12-13,3
1480,355,2024-11-11,1
1481,475,2024-01-26,4
1482,214,2024-12-02,3
1483,495,2024-07-19,1
1484,7,2023-09-15,2
1485,318,2024-03-29,2
1486,467,2024-10-10,3
1487,387,2024-08-25,5
1488,379,2024-09-09,2
1489,398,2023-07-18,3
1490,230,2023-07-01,1
1491,96,2023-06-27,5
1492,62,2024-01-22,1
1493,220,2023-10-13,5
1494,136,2023-05-14,2
1495,300,2023-09-19,1
1496,170,2024-04-22,2
1497,21,2023-06-07,3
1498,306,2023-02-22,5
1499,432,2024-11-08,3
1500,252,2024-08-09,5
1501,184,2023-03-16,3
1502,270,2023-08-14,2
1503,267,2023-03-11,5
1504,82,2024-03-01,5
1505,275,2024-02-18,1
1506,179,2023-08-15,2
1507,340,2023-12-06,3
1508,185,2023-10-28,2
1509,487,2024-09-25,5
1510,244,2024-07-28,1
1511,59,2024-11-15,3
1512,229,2023-09-04,5
1513,471,2024-09-28,2
1514,491,2023-02-10,3
1515,196,2023-04-27,4
1516,132,2024-07-07,3
1517,13,2024-06-13,3
1518,264,2024-06-04,4
1519,250,2023-02-14,3
1520,460,2024-10-29,2
1521,165,2024-06-10,1
1522,486,2023-04-09,2
1523,498,2024-07-04,5
1524,4,2024-10-03,1
1525,108,2024-11-17,2
1526,443,2024-12-02,4
1527,428,2023-04-17,2
1528,276,2024-12-20,4
1529,332,2023-03-15,2
1530,13,2024-04-15,3
1531,20,2023-03-31,1
1532,28,2023-07-02,3
1533,286,2023-03-14,5
1534,421,2023-08-22,3
1535,209,2024-02-02,4
1536,323,2024-02-19,4
1537,162,2023-01-18,4
1538,345,2023-05-02,5
1539,4,2024-10-18,5
1540,33,2024-08-22,1
1541,359,2023-03-16,3
1542,476,2024-05-29,1
1543,149,2024-12-03,3
1544,311,2023-03-30,3
1545,392,2024-03-24,4
1546,203,2024-11-07,1
1547,243,2023-06-10,5
1548,113,2023-05-20,4
1549,408,2024-07-12,3
1550,492,2024-10-11,2
1551,153,2024-11-24,3
1552,491,2023-01-12,5
1553,448,2024-07-22,2
1554,64,2023-02-12,1
1555,294,2024-09-02,4
1556,276,2024-07-14,1
1557,157,2023-08-04,3
1558,109,2024-02-27,5
1559,73,2023-06-14,2
1560,114,2024-09-23,3
1561,100,2023-04-28,2
1562,344,2024-08-03,1
1563,436,2024-07-16,4
1564,331,2024-07-16,1
1565,149,2024-11-18,1
1566,129,2023-04-11,2
1567,372,2024-08-17,4
1568,488,2023-12-05,3
1569,66,2024-11-18,2
1570,52,2023-10-19,5
1571,36,2023-07-18,3
1572,249,2024-04-06,3
1573,316,2024-11-06,3
1574,356,2024-08-21,2
1575,290,2024-08-03,3
1576,414,2023-11-20,4
1577,87,2023-01-05,3
1578,127,2023-08-15,4
1579,142,2024-01-04,2
1580,348,2023-12-06,4
1581,237,2024-04-01,3
1582,397,2023-11-09,4
1583,283,2023-04-22,2
1584,331,2024-09-13,1
1585,431,2023-10-15,2
1586,457,2024-07-05,2
1587,135,2024-10-03,1
1588,373,2023-03-19,1
1589,435,2024-06-03,1
1590,417,2024-08-18,5
1591,208,2024-08-27,2
1592,465,2023-02-07,5
1593,134,2024-07-10,5
1594,242,2024-10-31,2
1595,188,2024-02-06,2
1596,457,2024-08-26,3
1597,69,2024-04-20,5
1598,262,2023-04-03,4
1599,187,2024-05-29,1
1600,340,2023-09-02,5
1601,351,2023-06-19,5
1602,72,2024-04-01,2
1603,92,2024-08-02,5
1604,338,2023-05-30,4
1605,481,2024-01-03,1
1606,113,2024-05-14,2
1607,33,2023-09-28,3
1608,120,2023-02-13,2
1609,266,2024-01-05,4
1610,241,2024-04-10,1
1611,21,2024-10-26,3
1612,53,2024-12-21,5
1613,325,2023-10-08,3
1614,297,2024-07-11,5
1615,90,2024-01-21,4
1616,188,2024-08-24,1
1617,265,2023-09-15,4
1618,499,2023-08-17,5
1619,208,2023-12-28,3
1620,250,2024-05-08,5
1621,4,2024-05-28,2
1622,226,2023-06-19,2
1623,40,2024-06-10,3
1624,109,2023-06-03,2
1625,81,2024-01-06,5
1626,368,2023-05-02,2
1627,213,2023-12-05,1
1628,247,2024-11-22,4
1629,246,2023-08-04,5
1630,83,2024-10-24,4
1631,12,2023-09-07,1
1632,66,2024-08-10,5
1633,83,2023-05-18,5
1634,21,2024-08-09,2
1635,29,2023-06-20,3
1636,473,2023-07-04,5
1637,491,2024-02-20,5
1638,497,2024-07-31,1
1639,450,2024-11-08,3
1640,485,2023-03-29,2
1641,230,2024-09-13,4
1642,445,2024-05-08,2
1643,113,2024-02-25,5
1644,74,2024-08-19,2
1645,320,2024-11-06,5
1646,136,2023-06-21,3
1647,473,2024-04-09,5
1648,303,2023-03-12,2
1649,194,2024-01-30,2
1650,56,2023-01-17,2
1651,268,2024-05-31,4
1652,424,2023-06-03,5
1653,50,2023-07-01,4
1654,462,2024-09-21,5
1655,20,2024-06-28,5
1656,386,2023-05-01,1
1657,247,2024-11-06,2
1658,462,2024-09-09,5
1659,424,2023-01-02,4
1660,268,2024-03-06,3
1661,448,2023-02-14,5
1662,220,2023-08-23,4
1663,405,2024-01-26,3
1664,302,2024-12-14,5
1665,51,2024-03-11,2
1666,131,2024-05-03,2
1667,466,2023-03-27,3
1668,307,2024-07-10,4
1669,132,2023-07-13,1
1670,364,2023-01-08,5
1671,268,2023-05-01,5
1672,4,2024-01-20,2
1673,353,2023-11-20,4
1674,186,2023-04-20,2
1675,219,2024-10-29,5
1676,130,2023-09-25,5
1677,217,2024-08-01,3
1678,314,2023-10-10,4
1679,387,2023-07-28,4
1680,283,2024-07-24,4
1681,92,2024-01-15,5
1682,285,2024-05-10,3
1683,158,2024-08-14,3
1684,397,2024-12-23,4
1685,377,2023-05-22,1
1686,383,2023-08-24,4
1687,401,2024-12-17,2
1688,52,2023-08-08,5
1689,206,2023-12-13,5
1690,315,2024-12-14,1
1691,83,2024-02-03,1
1692,412,2023-04-04,2
1693,242,2024-09-06,4
1694,46,2023-03-07,3
1695,114,2024-01-15,1
1696,312,2023-02-08,4
1697,477,2024-02-15,5
1698,336,2024-06-17,3
1699,365,2024-09-03,1
1700,485,2023-06-29,4
1701,225,2023-01-11,2
1702,436,2024-11-03,5
1703,147,2023-07-19,1
1704,402,2024-09-05,5
1705,265,2024-12-16,2
1706,315,2023-06-23,1
1707,185,2023-09-02,1
1708,500,2023-06-11,1
1709,142,2024-02-14,3
1710,343,2024-02-09,4
1711,301,2023-07-25,5
1712,8,2024-12-21,1
1713,471,2023-04-03,5
1714,146,2024-07-26,5
1715,179,2023-12-22,3
1716,116,2024-09-12,2
1717,233,2024-02-18,5
1718,3,2023-09-25,2
1719,209,2024-06-02,1
1720,287,2023-03-16,5
1721,151,2023-12-15,1
1722,412,2024-06-09,3
1723,449,2024-07-04,5
1724,129,2024-12-11,4
1725,495,2024-01-22,5
1726,248,2023-09-07,3
1727,493,2024-04-14,4
1728,460,2024-08-23,1
1729,247,2023-04-30,3
1730,35,2024-01-27,2
1731,347,2024-12-19,2
1732,410,2023-11-20,4
1733,490,2023-12-28,5
1734,275,2023-01-10,3
1735,128,2023-10-22,1
1736,205,2024-11-20,3
1737,39,2024-07-21,2
1738,244,2023-11-18,3
1739,112,2024-08-10,3
1740,94,2024-11-30,2
1741,256,2023-07-24,2
1742,377,2023-09-05,3
1743,106,2023-08-23,2
1744,428,2023-09-13,5
1745,183,2023-06-09,1
1746,62,2023-03-22,4
1747,315,2023-01-07,5
1748,491,2023-02-13,4
1749,191,2024-09-27,3
1750,253,2024-08-11,3
1751,252,2023-07-07,5
1752,144,2024-02-12,2
1753,385,2024-08-13,2
1754,28,2024-06-22,4
1755,245,2024-07-07,1
1756,258,2023-12-22,4
1757,441,2024-12-03,2
1758,235,2023-05-04,5
1759,236,2023-11-20,1
1760,7,2024-11-21,2
1761,195,2024-08-17,1
1762,167,2024-01-06,5
1763,442,2023-09-23,2
1764,281,2023-09-27,2
1765,138,2024-04-27,5
1766,176,2024-01-10,2
1767,256,2024-03-10,2
1768,215,2024-12-18,3
1769,187,2024-02-15,3
1770,231,2023-07-04,5
1771,68,2024-08-12,2
1772,417,2023-04-13,3
1773,412,2023-08-30,5
1774,222,2024-01-26,2
1775,75,2023-06-03,4
1776,413,2023-01-10,2
1777,216,2024-05-26,2
1778,458,2024-10-07,5
1779,274,2023-11-20,4
1780,154,2023-09-14,5
1781,440,2024-08-04,1
1782,204,2023-04-12,2
1783,31,2023-08-09,3
1784,244,2024-10-06,1
1785,231,2023-12-09,3
1786,185,2024-01-04,5
1787,286,2023-09-21,3
1788,11,2024-02-26,1
1789,180,2024-11-26,5
1790,102,2024-08-13,5
1791,333,2024-10-26,5
1792,90,2023-10-19,3
1793,167,2024-11-20,5
1794,250,2024-04-02,1
1795,196,2024-09-20,3
1796,238,2024-10-08,2
1797,445,2023-06-21,3
1798,216,2024-10-08,5
1799,293,2024-02-19,1
1800,41,2023-06-15,3
1801,117,2023-11-18,3
1802,335,2023-10-26,3
1803,310,2024-10-22,4
1804,139,2024-03-31,3
1805,383,2024-08-24,5
1806,495,2024-04-06,4
1807,86,2023-07-08,1
1808,65,2023-08-29,3
1809,482,2024-12-18,1
1810,108,2023-06-20,4
1811,53,2023-04-08,1
1812,480,2024-04-29,5
1813,28,2023-01-27,4
1814,269,2023-03-27,1
1815,135,2024-09-24,2
1816,44,2024-11-01,4
1817,159,2023-08-23,2
1818,378,2023-10-18,4
1819,321,2023-05-10,2
1820,270,2023-06-24,1
1821,18,2024-11-10,3
1822,441,2023-11-30,4
1823,240,2024-07-07,3
1824,281,2024-03-31,2
1825,497,2024-12-15,5
1826,91,2024-08-28,5
1827,234,2024-10-08,5
1828,223,2024-06-20,5
1829,159,2023-12-22,4
1830,277,2023-08-21,1
1831,227,2023-11-12,3
1832,212,2023-09-24,2
1833,156,2023-01-11,1
1834,268,2023-05-20,3
1835,147,2024-04-25,5
1836,5,2024-12-05,4
1837,485,2024-05-03,3
1838,5,2024-03-16,3
1839,306,2023-08-25,1
1840,281,2024-01-18,2
1841,211,2024-07-28,4
1842,203,2023-09-13,2
1843,367,2024-10-23,4
1844,425,2024-01-23,2
1845,135,2023-03-23,4
1846,321,2023-09-03,5
1847,392,2024-09-19,3
1848,146,2024-10-26,5
1849,415,2023-10-03,4
1850,97,2023-03-12,2
1851,70,2023-10-24,1
1852,327,2024-04-11,5
1853,232,2023-10-06,5
1854,252,2023-07-12,3
1855,10,2023-06-05,1
1856,497,2024-07-01,1
1857,96,2023-04-15,3
1858,138,2023-05-09,4
1859,373,2023-01-09,2
1860,47,2023-06-04,1
1861,253,2023-08-11,3
1862,216,2023-11-16,4
1863,191,2024-04-19,1
1864,170,2023-03-24,2
1865,29,2023-09-30,4
1866,37,2024-07-10,4
1867,93,2023-07-16,3
1868,419,2024-01-26,1
1869,63,2023-09-12,4
1870,395,2024-03-29,2
1871,378,2023-02-04,2
1872,236,2023-04-07,5
1873,341,2023-08-02,4
1874,200,2024-11-28,3
1875,480,2023-11-27,2
1876,323,2023-02-13,5
1877,267,2023-05-06,3
1878,247,2024-10-15,3
1879,102,2024-01-05,1
1880,443,2024-11-13,2
1881,499,2023-04-26,2
1882,325,2024-03-20,3
1883,8,2023-06-21,3
1884,300,2023-05-03,4
1885,405,2023-09-06,1
1886,497,2023-02-13,5
1887,402,2024-12-08,4
1888,353,2024-09-02,2
1889,191,2023-04-02,2
1890,81,2024-05-26,1
1891,352,2024-09-25,3
1892,477,2024-10-02,1
1893,31,2023-12-31,2
1894,360,2024-07-03,1
1895,65,2024-05-14,2
1896,163,2024-07-25,3
1897,413,2024-03-25,2
1898,11,2024-12-06,4
1899,184,2023-05-18,3
1900,461,2023-02-10,4
1901,362,2024-03-24,5
1902,151,2024-07-09,4
1903,98,2024-08-03,2
1904,279,2023-12-23,3
1905,375,2024-04-24,3
1906,445,2024-09-05,5
1907,83,2023-03-12,5
1908,80,2024-04-05,3
1909,420,2023-09-27,5
1910,188,2024-04-09,1
1911,398,2024-10-15,5
1912,195,2023-07-09,1
1913,318,2024-01-08,5
1914,123,2023-11-25,1
1915,338,2024-07-05,4
1916,98,2024-06-20,4
1917,393,2024-07-18,2
1918,314,2023-10-17,3
1919,210,2024-10-18,3
1920,57,2023-04-09,5
1921,338,2023-03-10,1
1922,428,2023-05-13,2
1923,448,2023-02-02,2
1924,55,2024-05-12,2
1925,51,2023-02-02,5
1926,329,2024-02-02,4
1927,270,2024-09-30,5
1928,132,2023-02-20,3
1929,114,2024-09-12,1
1930,7,2023-08-02,4
1931,476,2023-03-23,4
1932,411,2024-10-16,1
1933,185,2024-07-25,4
1934,421,2024-01-13,1
1935,422,2024-09-23,3
1936,271,2023-02-11,1
1937,428,2023-11-08,1
1938,484,2023-08-10,5
1939,50,2023-04-14,2
1940,273,2024-01-30,2
1941,99,2024-06-22,2
1942,292,2024-10-02,2
1943,286,2024-07-25,4
1944,383,2023-04-19,5
1945,184,2024-11-21,4
1946,360,2024-11-12,4
1947,453,2023-04-17,2
1948,406,2023-07-04,5
1949,206,2024-05-31,3
1950,337,2023-06-11,5
1951,308,2024-03-29,3
1952,463,2023-11-19,5
1953,167,2024-01-16,4
1954,392,2024-10-10,4
1955,423,2023-11-28,5
1956,124,2024-07-30,5
1957,110,2024-01-20,5
1958,475,2023-09-18,3
1959,493,2024-04-08,4
1960,492,2024-02-11,1
1961,372,2023-02-05,3
1962,306,2023-01-17,5
1963,70,2023-11-06,1
1964,154,2023-08-16,2
1965,439,2023-11-19,1
1966,396,2024-12-07,3
1967,471,2024-07-20,5
1968,285,2024-08-07,5
1969,80,2023-04-07,1
1970,236,2023-12-31,2
1971,71,2023-09-29,3
1972,456,2024-08-19,2
1973,120,2023-09-20,3
1974,48,2024-08-07,4
1975,292,2023-08-11,1
1976,371,2023-11-29,4
1977,89,2024-05-14,5
1978,420,2023-04-08,5
1979,329,2023-11-04,1
1980,375,2024-08-13,4
1981,41,2023-02-27,3
1982,179,2024-03-20,4
1983,477,2023-05-04,2
1984,383,2024-10-30,5
1985,476,2023-01-12,4
1986,28,2023-11-09,5
1987,22,2023-11-23,5
1988,290,2023-06-03,3
1989,258,2024-12-15,2
1990,79,2023-02-21,4
1991,498,2024-04-01,5
1992,295,2024-05-31,1
1993,114,2024-03-18,3
1994,403,2024-02-08,2
1995,68,2023-12-11,1
1996,244,2024-08-08,1
1997,281,2024-02-13,3
1998,44,2024-02-13,5
1999,223,2024-12-15,2
2000,391,2023-05-19,4
